t,command_a,target_erpm,temp_mos_c,temp_motor_c,current_motor_a,current_in_a,id_a,iq_a,duty,erpm,v_in,fault_code,encoder_angle,encoder_age,encoder_erpm,turns
0.025,0.0,120,28,30,0.0,0.0,-0.0,0.0,1.3771718457639574e-05,0,24.7,0,75.30442101302197,0,0.04131515537291872,8.209178947258394
0.05,0.1875,120,28,30,0.1875,0.015,-0.1280455423474446,0.1325625,0.0002396441445519785,1,24.7,0,75.35834094554593,0,0.7189324336559355,8.209328724848739
0.07500000000000001,0.375,120,28,30,0.375,0.03,-0.2560910846948892,0.265125,0.0006834352202042801,2,24.7,0,75.51211387009198,0,2.0503056606128403,8.209755871861367
0.1,0.5625000000000001,120,28,30,0.5625000000000001,0.04500000000000001,-0.3841366270423339,0.3976875000000001,0.001336972996056121,4,24.7,0,75.8129327942047,0,4.0109189881683625,8.210591479983902
0.125,0.75,120,28,30,0.75,0.06,-0.5121821693897785,0.53025,0.0021923919708500177,7,24.7,0,76.30622098764661,0,6.577175912550054,8.211961724965684
0.15,0.9375,120,28,30,0.9375,0.075,-0.640227711737223,0.6628124999999999,0.0032421215996256444,10,24.7,0,77.03569834756217,0,9.726364798876933,8.213988050965451
0.175,1.1249999999999998,120,28,30,1.1249999999999998,0.08999999999999998,-0.7682732540846675,0.7953749999999998,0.004478875232858685,13,24.7,0,78.04344527495596,0,13.436625698576055,8.216787347985989
0.19999999999999998,1.3124999999999998,120,28,30,1.3124999999999998,0.10499999999999998,-0.8963187964321121,0.9279374999999997,0.005895639470381987,18,24.7,0,79.36996415579188,0,17.68691841114596,8.220472122654977
0.22499999999999998,1.4999999999999998,120,28,30,1.4999999999999998,0.11999999999999998,-1.0243643387795567,1.0604999999999998,0.007485663914534666,22,24.7,0,81.05423853656157,0,22.456991743603997,8.22515066260156
0.24999999999999997,1.6874999999999996,120,28,30,1.6874999999999996,0.13499999999999998,-1.1524098811270012,1.1930624999999997,0.009242451307568119,28,24.7,0,83.13379008076481,0,27.727353922704356,8.23092719466879
0.27499999999999997,1.8749999999999996,120,28,30,1.8749999999999996,0.14999999999999997,-1.2804554234744459,1.3256249999999996,0.011159748038899318,33,24.7,0,85.64473338951666,0,33.479244116697956,8.237902037193102
0.3,2.0624999999999996,120,28,30,2.0624999999999996,0.16499999999999998,-1.4085009658218903,1.4581874999999995,0.013231535008342097,40,24.7,0,88.62182876639372,0,39.69460502502629,8.246171746573316
0.325,2.2499999999999996,120,28,30,2.2499999999999996,0.17999999999999997,-1.536546508169335,1.5907499999999997,0.015452018831967273,46,24.7,0,92.09853300358645,0,46.35605649590182,8.255829258343296
0.35000000000000003,2.4375,120,28,30,2.4375,0.195,-1.66459205051678,1.7233124999999998,0.017815623377743003,53,24.7,0,96.10704826357869,0,53.44687013322901,8.266964022954385
0.37500000000000006,2.625,120,28,30,2.625,0.21,-1.7926375928642246,1.855875,0.020316981618588647,61,24.7,0,100.67836912776102,0,60.95094485576594,8.279662136466003
0.4000000000000001,2.8125000000000004,120,28,30,2.8125000000000004,0.22500000000000003,-1.9206831352116696,1.9884375000000003,0.02295092779093908,69,24.7,0,105.84232788072222,0,68.85278337281724,8.29400646633534
0.4250000000000001,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.02571248984736287,77,24.7,0,111.62763809637863,0,77.13746954208861,8.310076772489941
0.4500000000000001,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.028370493326670767,85,24.7,0,118.01099909487948,0,85.1114799800123,8.32780833081911
0.47500000000000014,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.030928821675504623,93,24.7,0,124.96998397186826,0,92.78646502651387,8.3471388443663
0.5000000000000001,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.03339121271125721,100,24.7,0,132.4830068319011,0,100.17363813377162,8.368008352310836
0.5250000000000001,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.03576126408316907,107,24.7,0,140.52929125061382,0,107.2837922495072,8.390359142362817
0.5500000000000002,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.03804243852863423,114,24.7,0,149.0888399195569,0,114.12731558590269,8.414135666443213
0.5750000000000002,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.040238068932394455,121,24.7,0,158.14240542934522,0,120.71420679718337,8.43928445952596
0.6000000000000002,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.04235136319601367,127,24.7,0,167.67146214844843,0,127.05408958804101,8.465754061523468
0.6250000000000002,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.044385408924747155,133,24.7,0,177.65817915651678,0,133.15622677424147,8.493494942101435
0.6500000000000002,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.04634317793865315,139,24.7,0,188.08539419271347,0,139.02953381595944,8.522459428313093
0.6750000000000003,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.04822753061453766,145,24.7,0,198.93658858098433,0,144.68259184361298,8.552601634947179
0.7000000000000003,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.050041220065076504,150,24.7,0,210.19586309562646,0,150.12366019522952,8.583877397487852
0.7250000000000003,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.05178689616122014,155,24.7,0,221.84791473190126,0,155.36068848366043,8.616244207588615
0.7500000000000003,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.053467109403758394,160,24.7,0,233.878014347747,0,160.40132821127517,8.649661150965963
0.7750000000000004,3,120,28,30,3,0.24,-2.048728677559114,2.121,0.05508431464970146,165,24.7,0,246.27198514392967,0,165.25294394910438,8.684088847622027
