t,command_a,target_erpm,temp_mos_c,temp_motor_c,current_motor_a,current_in_a,id_a,iq_a,duty,erpm,v_in,fault_code,encoder_angle,encoder_age,encoder_erpm,turns,observer_error_deg,observer_error_age
0.8532899999991059,0.0,1200,26.6,-51.3,6.67,0.13,-4.73,4.67,0.027,426,25.2,0,127.199704,1.2899996363557875e-05,428.7494286405661,1.3852539333333334,127.00443,0.00046570000267820433
0.8792556000043987,0.0,1200,26.6,-51.3,6.7,0.13,-4.6,4.8,0.028,443,25.2,0,164.663088,1.1299998732283711e-05,445.25024910305683,1.4893188888888889,78.39404,0.00041449999844189733
0.9053535999992164,0.0,1200,26.6,-51.4,6.56,0.13,-4.6,4.63,0.029,461,25.2,0,203.752448,1.2099997547920793e-05,462.1274140101293,1.5979004444444445,-37.84393,0.0004771999956574291
0.9319240000040736,0.0,1200,26.6,-51.0,6.7,0.13,-4.84,4.6,0.028,476,25.2,0,244.357904,1.2800002878066152e-05,479.01627903198556,1.7106933777777777,-136.84592,0.0003738000013981946
0.9583559000020614,0.0,1200,26.6,-50.9,6.77,0.13,-4.56,4.93,0.029,493,25.2,0,286.457504,1.460000203223899e-05,496.2908606327038,1.827636711111111,164.46146,0.00040530000114813447
0.9845407000029809,0.0,1200,26.6,-50.9,6.69,0.13,-4.85,4.58,0.029,510,25.2,0,329.128416,1.5700003132224083e-05,512.844592618623,1.9461670222222223,97.29395,0.00040409999928670004
1.010774100002891,0.0,1200,26.6,-51.2,6.83,0.13,-4.8,4.8,0.027,529,25.2,0,14.040527,1.170000177808106e-05,530.6698616751837,2.070922886111111,-15.01516,0.0004364000051282346
1.0368591000005836,0.0,1200,26.6,-51.4,6.5,0.13,-4.66,4.68,0.029,543,25.2,0,59.128416,1.2399999832268804e-05,545.9263444562228,2.1961670222222223,-77.32618,0.00042099999700440094
1.0630750000054832,0.0,1200,26.5,-51.5,6.85,0.13,-4.69,4.92,0.028,561,25.2,0,106.083984,1.1800002539530396e-05,563.5286110351791,2.3265991555555554,142.23128,0.00041090000013355166
1.0896873000019696,0.0,1200,26.6,-51.3,6.76,0.13,-4.92,4.6,0.028,578,25.2,0,155.12696,1.4199998986441642e-05,580.3856640910824,2.462829644444444,73.49237,0.00045590000081574544
1.1158433000018704,0.0,1200,26.5,-51.4,6.72,0.13,-4.61,4.81,0.029,597,25.2,0,205.488288,1.2899996363557875e-05,600.0271428754526,2.602722222222222,-19.39777,0.000359799996658694
1.1423546000005445,0.0,1200,26.6,-51.1,6.79,0.13,-4.78,4.82,0.028,612,25.2,0,256.728512,1.6500001947861165e-05,614.842025666366,2.7450561777777773,-152.77721,0.0002810000005410984
