t,command_a,target_erpm,temp_mos_c,temp_motor_c,current_motor_a,current_in_a,id_a,iq_a,duty,erpm,v_in,fault_code,encoder_angle,encoder_age,encoder_erpm,turns,observer_error_deg,observer_error_age
0.02667269999801647,0.0,300,26.5,-50.7,-0.06,0.0,-0.02,-0.14,0.0,0,25.2,0,353.474112,1.4999997802078724e-05,0.012071427665503561,0.0001220444444443718,20.36792,0.00030300000071292743
0.05274700000154553,0.0,300,26.5,-50.7,-0.05,0.0,-0.03,-0.16,0.0,0,25.2,0,353.45216,1.5099998563528061e-05,0.012071427665503561,6.106666666659717e-05,20.65713,0.0002445999998599291
0.07906679999723565,0.0,300,26.5,-50.8,-0.04,0.0,-0.01,-0.07,0.005,0,25.2,0,353.408192,1.2600001355167478e-05,-0.18531888985725614,-6.106666666675468e-05,20.99173,0.0004408999957377091
0.10552170000300976,0.0,300,26.5,-50.8,0.96,0.01,-0.75,0.77,0.021,0,25.2,0,353.45216,6.330000178422779e-05,0.0,6.106666666659717e-05,13.95932,0.0004630999974324368
0.1321516999960295,0.0,300,26.5,-50.9,2.18,0.03,-1.59,1.62,0.023,0,25.2,0,353.584,1.1600001016631722e-05,0.33249402801010164,0.0004272888888888501,11.32058,0.0005630000014207326
0.15823129999625962,0.0,300,26.5,-51.2,2.82,0.04,-2.01,2.0,0.024,1,25.2,0,354.023424,1.1800002539530396e-05,1.3917961074877085,0.0016479111111110003,10.25817,0.0003448999996180646
0.18417980000231182,0.0,300,26.5,-51.7,3.28,0.05,-2.34,2.31,0.025,3,25.2,0,354.638656,1.6999998479150236e-05,3.009271834967901,0.003356888888888913,8.96124,0.0003899999937857501
0.2105465999993612,0.0,300,26.5,-52.0,3.69,0.06,-2.64,2.62,0.025,7,25.2,0,355.957024,1.3800003216601908e-05,6.4620036268634315,0.007019022222222147,13.22448,0.0004602000044542365
0.237115800002357,0.0,300,26.5,-52.1,4.08,0.07,-2.93,2.85,0.025,12,25.2,0,357.692864,1.2600001355167478e-05,10.737326803712339,0.011840799999999914,10.54354,0.0005061999981990084
0.2639523999969242,0.0,300,26.5,-52.5,4.41,0.07,-3.15,3.09,0.025,18,25.2,0,0.219726,1.4400000509340316e-05,16.783024671185355,0.018859861111111008,8.57658,0.00033350000012433156
0.2904080000007525,0.0,300,26.5,-52.9,4.67,0.08,-3.33,3.28,0.025,26,25.2,0,3.55957,1.5000005078036338e-05,24.04945699158489,0.02813720555555545,18.57972,0.0003445000038482249
0.31721639999886975,0.0,300,26.5,-52.8,4.88,0.08,-3.41,3.49,0.024,34,25.2,0,7.734375,1.6199999663513154e-05,32.81241997772628,0.039733886111110985,-16.19183,0.00011349999840604141
0.3436489000014262,0.0,300,26.5,-52.9,4.99,0.08,-3.37,3.68,0.025,43,25.2,0,12.634277,1.6099998902063817e-05,41.76713341899546,0.053344724999999864,-31.5209,0.000319799997669179
0.36994599999889033,0.0,300,26.5,-52.6,5.12,0.09,-3.57,3.67,0.027,51,25.2,0,17.86377,1.6500001947861165e-05,50.62097883048203,0.06787109444444428,-21.73372,0.0003820000056293793
0.396261299996695,0.0,300,26.5,-52.7,5.39,0.1,-3.92,3.71,0.028,59,25.2,0,23.972168,1.2600001355167478e-05,59.839113575140914,0.08483886666666648,-36.24089,0.0003791999988607131
0.42252860000007786,0.0,300,26.5,-52.4,5.61,0.1,-4.08,3.85,0.027,68,25.2,0,30.9375,1.1399999493733048e-05,69.07219043508708,0.1041870111111109,-55.09107,0.000506200005474966
0.4486959999994724,0.0,300,26.5,-52.3,5.75,0.1,-3.95,4.17,0.025,79,25.2,0,38.8916,1.930000144056976e-05,78.99241975340594,0.12628173333333306,-41.59263,0.0003913000036845915
0.4749678000007407,0.0,300,26.5,-52.4,5.66,0.1,-3.87,4.13,0.027,90,25.2,0,47.746584,1.2099997547920793e-05,89.12257470295819,0.15087891111111085,-93.88951,0.0003448999996180646
